,id,overview,genres,Action,Comedy,Drama,Thriller,Romance
6814,11404, shy teenage boy try  escape  influence  domineer mother  world change  begin  work  retire actress,Comedy|Drama|Foreign,0,1,1,0,0
4400,123025,batman  see  year  new breed  criminal ravage gotham city force  year old bruce wayne back  cape  cowl  still  take  fight crime  new era,Action|Animation,1,0,0,0,0
8281,11569,pinhead  trap  sculpture  fortunately  sculpture  buy  young playboy  own  night club pinhead busie  escape  get  playboy  lure victim  presence  use  blood  free  seek  destroy  puzzle cube  need never return  hell  female reporter  investigate  grisly murder  stand  way,Horror|Thriller|War,0,0,0,1,0
5388,14330,brad  hook  girl  dream  run  problem  condom  brad set  night  find  run  many obstacle along  way  know  good friend leah  love  he,Comedy,0,1,0,0,0
4166,1376,determine  normal family life  mother get  prison  scottish teenager  tough background set  raise  money  home,Crime|Drama,0,0,1,0,0
10568,24086,milly  louis  recently widow mom charlene move  new neighborhood  deal  variety  personal problem  milly find  friend  eric  autistic next door neighbor eric  fascination  flight  story progress  exert  enthral force  change  around he,Drama|Family|Fantasy|Science Fiction,0,0,1,0,0
4951,22,jack sparrow  freewheel  th century pirate  roam  caribbean sea butts head  rival pirate bent  pillaging  village  port royal  governor daughter  kidnap sparrow decide  help  girl love save  seafaring mission  hardly simple,Adventure|Fantasy|Action,1,0,0,0,0
2687,39939, bore occasionally high  always ineffective vermont state trooper must prove  worth  governor  lose  job  stumble  drug ring  plan  make  bust  rival police force  steal  glory,Comedy|Crime|Mystery,0,1,0,0,0
4390,71552, character  meet  little  decade ago  return  east great fall  high school reunion  long overdue weekend  discover  change  time  distance  break  bond  friendship  summer  small town michigan boy begin  qu  lose  virginity  year  pass jim  michelle marry  kevin  vicky say goodbye oz  heather grow apart  finch still long  stifler  mom  lifelong friend  come home  adult  reminisce  get inspire  hormonal teen  launch  comedy legend,Comedy,0,1,0,0,0
6983,2567,martin scorsese  oscar win biopic  life  film maker  aviation pioneer howard hughes  time  become  successful film producer  aviation magnate  simultaneously grow  unstable due  severe obsessive compulsive disorder  scene  explain  later fear  dirt  disease  film start  hughe film  world war  aviation film hell angel he s  year old  inherit  familys fortune  tool company  want  spend  time make film instead  soon find  involve  aviation industry buy  airline  develop new plane,Drama,0,0,1,0,0
7873,45964, psychopathic killer terrorize  babysitter  return  year later  menace  again,Horror|Thriller,0,0,0,1,0
4927,115199, alien intend  claim earth  people  homeworld  destroy  comet decide  eliminate humanity  hear  music instead  live  another alien  send  find  kill he,Comedy|Science Fiction|Music,0,1,0,0,0
8016,6341,officer frank murphy  experienced lapd helicopter pilot  give command  advanced new blue thunder chopper  begin  wonder  lapd would need  helicopter  powerful  secret,Science Fiction|Action|Thriller|Crime|Drama,1,0,1,1,0
5552,192145, acclaim novelist struggle  write  analysis  love  story  set  different city  detail  begin middle  end  relationship,Drama|Romance,0,0,1,0,1
2607,16508,doug  pal skeet set  find  monster  lucky duck lake though thing get really  hand  blurt  monster  real,Animation|Family|Comedy,0,1,0,0,0
8522,8866, successful veterinarian  amp  radio show host  low self esteem ask  model friend  impersonate  handsome man want  see she,Comedy|Romance,0,1,0,0,1
238,276839,mona  seemingly perfect suburban bliss  disrupt  sexy extortionist  mona  stop  nothing include kill  competition  keep  little slice  heaven,Drama|Comedy,0,1,1,0,0
4015,9296, career  disillusion producer  desperate  hit  endanger  star walk  film set forced  think fast  producer decide  digitally create  actress simone  sub  star  first totally believable synthetic actress,Comedy|Drama|Science Fiction,0,1,1,0,0
10072,9588,american matt quigley answer australian land baron elliott marston ad  sharpshooter  kill  dingoe  property  quigley find  marston real target  aborigine quigley hit  road  even american expatriate crazy cora can not keep quigley safe  cat  mouse game  homicidal marston,Romance|Action|Adventure|Western|Drama,1,0,1,0,1
2977,8090,special agent jennifer marsh diane lane work  elite division  fbi dedicate  fighting cybercrime  think  see  particularly sadistic criminal arise  internet  tech savvy killer post live feed  crime  website  hit  site get  fast  victim die marsh  team must find  elusive killer  time run out,Drama,0,0,1,0,0
6811,2168, contemporary ensemble drama tell  complex tale  high school student whose life  interwoven  situation  many  today youth  face  story take place  normal school day  precisely  tragedy  occur affect  life  group  student  teacher  story unfold  individual story  teenager  reveal  explosive significance  unwanted pregnancy unravels  terrible dark secret  appear  seemingly confident school football hero  outcast must deal  everyday taunt  peer  beautiful young girl battle  eat disorder  stellar student constantly struggle  win  parent approval  another use drug  escape  demon,Drama,0,0,1,0,0
7798,16453, inauspicious beginning perform comedy routine  back  burger joint  new york unorthodox stand  star zach galifianaki  make  splash  scene  inimitable brand  humor  live show film  san franciscos purple onion nightclub  versatile funnyman serve  healthy dose  signature wit,Comedy,0,1,0,0,0
7249,9534, playboy  table turn  find  use  playthe  undesirable woman  black comedy  spain,Comedy|Thriller|Crime|Foreign,0,1,0,1,0
5473,174321,teacher linda sinclair julianne moore balance  staid home life  incredible passion  subject  routine  forever alter  former star pupil  unsupportive father reenter  life go  television director craig zisk whose credit include scrub weed  united states  tara takes  turn  big screen  insightful comedy  self discovery co star greg kinnear nathan lane michael angarano  lily collin,Comedy|Drama,0,1,1,0,0
945,254263,shortly  royal family adopt  young girl name alise  take away  forest princess odette derek  woodland friend must work together  find  way  bring  home  castle,Animation|Family,0,0,0,0,0
7631,19580,cousin bo luke  daisy  send  hazzard county georgia  first time  live  uncle jesse jesse  farmer  moonshiner  constantly battle  old rival boss hogg  corrupt city commissioner  small town,Action|Adventure|Comedy,1,1,0,0,0
8640,37702,set  imperial china stephen chiau play le le fat  elite emperor guard  forbid city  unlike  colleague  know anything  kung fu  martial art  instead use  time  make futuristic invention  emperor  kidnap  world  beautiful geisha comes  town fat  use  brain  get thing do,Action|Adventure|Comedy,1,1,0,0,0
5097,11375,joe gavilan harrison ford  new partner k c calden josh hartnett  detective  beat  tinseltown neither  really want  cop gavilan moonlight  real estate broker  calden  aspire actor moonlight  yoga instructor  assign  big case  must work  whether  want  solve  case  follow  heart,Action|Adventure|Comedy|Thriller,1,1,0,1,0
7623,13061,let we face  rat  beloved creature  earth  maybe  little tale  history  human  rat interaction  change  world tune  least  hope  remy  star  ratatouille  reluctant brother emile  guide we  world history  rat perspective  can not  get along,Animation|Adventure|Comedy|Family|Fantasy,0,1,0,0,0
6055,184149,somm take  view  humorous emotional  illuminating look  mysterious world  court  master sommelier  massively intimidate master sommeli exam,Documentary,0,0,0,0,0
6473,30178, school  summer  little  vacation  cabin  lake  stuart  excite  could burst  snowbell  cat  capture  mean spirited creature know simply  beast  stuart  skunk name reeko  rescue  friend,Fantasy|Animation|Comedy|Science Fiction|Family,0,1,0,0,0
8496,10547,zane ziminski  astrophysicist  receive  message  seem  extraterrestrial origin eerily soon  discovery zane  fire  embark  search  determine  origin  transmission  lead  hitchcockian labyrinth  paranoia  intrigue,Action|Mystery|Science Fiction|Thriller,1,0,0,1,0
6923,12586, international soccer star eduardo verastegui  way  sign  multimillion dollar contract  something happen  bring  career  abrupt end  beautiful waitress tammy blanchard struggle  make  new york city discover something  unprepared  irreversible moment  live  turn upside down,Drama|Romance,0,0,1,0,1
3552,58626, disgruntle man create  hit list  strange  drunken night  must  race  try  save  mark  extermination  body begin  pile  finger point  he,Action|Thriller,1,0,0,1,0
10833,3001, woman must steal  statue  paris museum  help conceal  father art forgery,Comedy|Crime|Romance,0,1,0,0,1
3360,12411,disgrace  story  south african professor  english  lose everything  reputation  job  peace  mind  good look  dream  artistic success  finally even  ability  protect  cherish daughter  affair  student  move  eastern cape  gets catch  mess  post apartheid politic,Drama,0,0,1,0,0
6630,15255,sequel  film  time heavyweight champ george iceman chambers white  send  russian jail  trump  drug charge  order  win  freedom  must fight  jailhouse fighting champ uri boyka adkin  battle  death  time  fight  title  fight  life,Action|Crime|Thriller,1,0,0,1,0
5628,115348, entry level employee  powerful corporation find  occupy  corner office  dangerous price  must spy  bosss old mentor  secure  multi billion dollar advantage,Drama|Thriller,0,0,1,1,0
2410,603,set  nd century  matrix tell  story  computer hacker  join  group  underground insurgent fight  vast  powerful computer  rule  earth,Action|Science Fiction,1,0,0,0,0
5783,165739, petty robbery spiral  tense hostage situation  gunman hold  diner  front  mob,Crime|Thriller,0,0,0,1,0
4507,82650,school  greg  ready  day  summer  plan go wrong  earth  go  summer,Comedy|Family,0,1,0,0,0
9194,9354, scientist father  teenage girl  boy accidentally shrink  neighborhood teen  size  insect  teen must fight diminutive danger  father search  they,Adventure|Comedy|Family|Science Fiction,0,1,0,0,0
3982,9027,bore  bollywood movie  fascinated  hollywood counterpart  youth ram dream  become  singer  actor  america  country  dream  make  encourage  american base close friend vijay rao comes  visit  brag  drive  mercede  living  penthouse,Comedy|Romance,0,1,0,0,1
6930,53215, story  kiwi  spend  whole life work towards achieve  dream,Animation|Action,1,0,0,0,0
146,241257,minnesota  detective bruce kenner ethan hawke investigate  case  young angela emma watson  accuse  father john gray david dencik  unspeakable crime  john unexpectedly  without recollection admit guilt renowned psychologist dr rain david thewlis  bring  help  relive  memory  discover unmask  horrify nationwide mystery,Horror|Mystery|Thriller,0,0,0,1,0
